y,t,g,Q
60,0,0.024766700051159635,77.10473650425006
94,0,0.5196923031520105,84.20371974186575
70,1,0.7478251694340674,67.54296886501994
84,0,0.10839913093389478,80.06663978244138
80,0,0.2997328698234164,90.870224554247
88,0,0.44117115314833866,79.7723409376851
78,0,0.08412722828280725,76.99588059315012
104,0,0.5727868435716991,89.41946991070581
68,1,0.7365406183675168,82.04494511829073
74,1,0.11954839732432387,79.11310219828869
64,1,0.617643256950704,77.80738887488151
80,0,0.36325757250219903,82.30501736436536
68,0,0.506752866910334,79.60961659359151
82,0,0.17172263625996168,79.5947655829255
58,1,0.5317312788958252,80.15964959711859
76,1,0.4248310689391418,80.72003442819482
74,0,0.297605095179636,75.36977372077294
66,0,0.1575895174791936,72.40060838762773
54,0,0.27300141938208106,75.81267886118943
84,0,0.5304553172801252,84.54597344326115
98,1,0.342782340848288,82.60874308519017
68,0,0.1504343289251997,72.21912054288421
76,1,0.5095396884915737,77.63366548551093
98,0,0.2962102059054956,70.91365014541286
80,0,0.6195330797159166,85.69074554240281
90,0,0.6821181081530012,75.15458252593334
80,1,0.7653974959996456,69.57537730626838
82,1,0.46378020671619097,84.24952742963688
74,1,0.5842806465975526,84.4879183618424
82,0,0.2595559458686652,86.92609674535989
46,1,0.6044063929831115,79.30771501366263
110,0,0.5619199981675632,81.385436283036
90,1,0.8686810049285397,83.86196826889503
92,0,0.5170541958621143,83.65459686395828
76,1,0.6626238315990784,74.97810138221902
82,0,0.6707885167050298,80.28818995104118
92,0,0.45911136339243874,79.59659032191881
60,0,0.23499078117603941,79.99551291207774
106,0,0.3663422756304713,83.72607157562662
76,1,0.19444911350609734,84.07374966861066
70,0,0.40508766676597197,82.79114566706208
72,0,0.5548615008690918,79.40476715048284
70,0,0.6419603486607107,80.05301719701549
74,0,0.7300380298560517,86.56902946959673
90,0,0.24405036816529324,82.77192194057369
78,0,0.32285819906098395,81.78975947770725
84,0,0.6522627993530227,82.14835277797154
78,0,0.4122880280291011,79.52034722414992
90,0,0.06273567279318451,68.9447864748115
76,1,0.5179003475987123,71.76576416918506
82,0,0.6289812905869441,72.605514197168
100,1,0.3673029489859545,77.8555729668857
74,0,0.6405916584687228,74.4492225660431
78,0,0.8255260938335158,79.84453500547693
80,0,0.09910942321278478,75.69866860563668
80,0,0.28046347434647173,78.21568686346558
66,0,0.17816831010372872,66.00521412401913
54,1,0.8041218154693504,78.36266770655632
84,0,0.5400202951091531,87.42102060232213
92,1,0.33465429208506486,87.02799005483703
74,1,0.3726401617920685,77.92201829958421
0,1,0.6319554945795006,71.44420815459665
70,1,0.6061732244283221,75.53845356473792
74,0,0.09035589632827208,81.70153929039854
82,1,0.618802257604481,87.27217960352904
74,0,0.3142321273121364,81.15853666980236
90,0,0.29656484074846196,77.84480077550695
80,1,0.35742913881958516,79.20385222434767
76,1,0.6114700771284217,76.89733358077636
60,1,0.11076949369855922,79.31386163130581
90,1,0.41948915386519275,72.54278632816164
68,1,0.6344856929627098,70.52567243495949
88,1,0.6261656352274816,76.40348998042835
60,1,0.636845372154424,77.76623086994427
92,0,0.22229592634487502,87.71021025990649
78,0,0.5037402299039299,75.8414955033535
98,1,0.33061939572391424,80.38638437962751
86,1,0.23678286736115692,81.40576903698361
72,0,0.41518120550325105,74.54636170660305
90,0,0.5791485767316537,82.17713584337584
86,1,0.6572661814189668,73.84000206879726
80,0,0.5113640083151725,84.37855838689455
88,1,0.5879045504379101,78.62330430578128
68,0,0.7381710846821253,69.36631103705875
68,1,0.41888346119996467,74.86794891628031
72,0,0.5679559373010147,76.32833375470192
80,1,0.4403773060191187,85.97285773918968
80,1,0.14303148507617264,81.99893125354876
70,0,0.11936672173341845,78.95469814352327
80,0,0.17264773041663695,78.6064832656969
88,0,0.32729091193460136,84.93106366136271
88,1,0.3607607589542431,88.2632597196306
68,1,0.0704367163876446,85.21622241052071
68,1,0.7239948093084392,73.84132651292397
68,0,0.16293638377036837,80.06237887728868
82,0,0.37233327130735405,74.77296360370799
58,0,0.4077319864705156,72.27625156807932
82,0,0.34221233155153186,75.20606151367039
50,1,0.7496304036460237,75.54595880762861
64,1,0.6848787831423111,79.60866018783635
66,0,0.4401714518898313,85.34938863548905
82,0,0.5542172857897305,78.82314994897114
74,1,0.7457750414638116,71.43895649354256
66,1,0.7398014974427867,60.25790168087523
88,1,0.4621932495717478,81.59857177817707
98,1,0.5507311095336783,81.06653051633964
80,0,0.332520603955112,90.82235629321723
86,1,0.5019332768639336,83.34261746584188
72,0,0.385071816516743,79.64298100567034
76,1,0.6866026388048599,77.87703573078718
94,1,0.7842582585930311,83.04087213130174
80,1,0.6259357228268968,77.3957904601639
88,0,0.33085329161613863,81.13241176480749
64,1,0.8214289368173302,69.01886934005775
76,0,0.2030468745725879,87.30727405761652
70,1,0.5802111089720464,86.61872804722766
76,1,0.36061999947846535,77.03468322475457
60,1,0.688067099224496,82.41439737820446
