y,t,g,Q
60,0,0.009230961675280097,64.51027367520423
94,0,0.1523437248681368,82.27787653410438
70,1,0.7939903078452273,68.9676537238964
84,0,0.09816700171694064,77.65553511617223
80,0,0.245508176755184,85.44779038082709
88,0,0.7819655171834021,74.36242140748034
78,0,0.043310187101524504,76.91190395091478
104,0,0.6343970629725776,86.4161046846095
68,1,0.878835330542129,72.58135351788721
74,1,0.33071501805092596,73.88744761306609
64,1,0.8443924408865531,68.42153730486959
80,0,0.512526178621873,86.1963911813799
68,0,0.4465431855151268,79.67441249186318
82,0,0.4178571672423638,85.60423071997539
58,1,0.5566503295178153,84.10867420447997
76,1,0.33702529839728224,81.79680136589249
74,0,0.08944366213596434,81.79330294768599
66,0,0.12899085467525515,76.55105446993491
54,0,0.060260469636127474,75.06356252022586
84,0,0.7105352620546719,79.98576222106993
98,1,0.3714378121459491,80.66134284235903
68,0,0.04256348291570342,72.8033168311268
76,1,0.7939323771807005,75.99338034536119
98,0,0.3750516708625543,72.22593126651333
80,0,0.44862501823587114,89.49742481775806
90,0,0.6402174102862063,77.85970783719443
80,1,0.8027356699489071,68.42008573364528
82,1,0.6492205412796354,79.15588460133341
74,1,0.6553878691083266,80.73319807119864
82,0,0.3434743799582198,84.10305265077626
46,1,0.8300159097960604,49.02666824022008
110,0,0.41859690141818673,82.70819746195501
90,1,0.8981326006255135,73.08807493470565
92,0,0.6220893429917344,82.7902276505175
76,1,0.8485850577233891,70.3019073288041
82,0,0.6911881311294031,83.02695270935774
92,0,0.38781093146889617,79.80633248612355
60,0,0.11539211613281235,78.92549331790134
106,0,0.28520837200337545,86.34186146349433
76,1,0.29683590032796275,84.6676984844096
70,0,0.4906174697734788,84.85274934406273
72,0,0.6764550846004546,79.6319982816259
70,0,0.774741361933893,79.12902861074744
74,0,0.5353282277418585,85.14060459599234
90,0,0.25016000934898336,84.1712746301973
78,0,0.4342593914570981,85.16146437517871
84,0,0.730231312664247,74.87777382668503
78,0,0.21571486774482934,81.77566086097134
90,0,0.12614040305257893,83.2866597634005
76,1,0.488435761224891,78.01711478027552
82,0,0.5852381467558478,79.61864418488169
100,1,0.2629781397051962,81.5289146677815
74,0,0.3615745567097228,79.17529338642086
78,0,0.5823753248196044,76.4617876970524
80,0,0.06123144080498214,77.90874993659834
80,0,0.6451743475035805,80.21801885170922
66,0,0.07793606405209638,74.92856282159697
54,1,0.5962438930729229,75.99976015070021
84,0,0.45294077665919585,86.13047670024297
92,1,0.5324026936432713,82.71711374348895
74,1,0.41217794069413555,82.16136978588699
0,1,0.7268520792237623,71.69104048653561
70,1,0.8299790169909792,76.91867795885501
74,0,0.07459117258217188,87.80215103076719
82,1,0.4665969647974101,86.95568593948599
74,0,0.19181383200586452,82.97932254262815
90,0,0.2751780379759631,82.18424976645925
80,1,0.3684790486423733,81.9073012332827
76,1,0.7371872534626683,81.47960764272403
60,1,0.737432865789381,70.36707888091189
90,1,0.5065711279261104,75.73487211367211
68,1,0.7418807531699357,70.165989815041
88,1,0.7160943733249712,77.31625665559696
60,1,0.695517742029887,83.01309209550152
92,0,0.2713297321518769,87.22084818564844
78,0,0.6861748742951909,81.52707300352911
98,1,0.4002992193411454,85.91591714480838
86,1,0.1876651425203845,86.1143423205788
72,0,0.06730435269431147,73.6970764418413
90,0,0.6375162472899769,82.88474295058062
86,1,0.38154092287446556,79.06128257503745
80,0,0.13137053757003314,78.72034980643959
88,1,0.709686012544252,80.18294345155225
68,0,0.8513010702997659,65.24882054721465
68,1,0.5188603507954351,78.01472612331752
72,0,0.33474948415060196,78.30795019293413
80,1,0.6110596160540789,84.95261949229914
80,1,0.4038234579382757,82.25516401138539
70,0,0.05792964710657861,79.26628090432666
80,0,0.23286176334749104,83.61498469388339
88,0,0.23174402656255655,83.47995335948781
88,1,0.4504113777048607,90.3478765977355
68,1,0.1841407358262392,85.71029922320592
68,1,0.6171864299760165,80.5132592306634
68,0,0.05857407591425441,76.91815388561568
82,0,0.26241197642349123,82.53751740233332
58,0,0.5075753395232405,81.9022554908027
82,0,0.41289189187621245,81.58003729883802
50,1,0.8280260753968532,66.62222672171012
64,1,0.8354153953520822,68.26188759690632
66,0,0.1661968524519639,83.87246659692744
82,0,0.4632786789240321,81.1831261009547
