y,t,g,Q
60,0,0.01339251338271283,70.82392204123322
94,0,0.14242972483077226,84.16647325340536
70,1,0.8179890925059675,71.84872244191016
84,0,0.06604771104842094,83.03302080922475
80,0,0.15523244402797243,89.0924784283252
88,0,0.7665091216227895,69.92326269693154
78,0,0.0469845147612965,75.92693889132485
104,0,0.5316682331229492,90.81830746568912
68,1,0.7850878557900808,75.43801400131349
74,1,0.41663300659908015,81.36125746539487
64,1,0.8232645191350391,67.28944001612312
80,0,0.557654579754192,79.41141697671267
68,0,0.4497771034122028,84.06829572537346
82,0,0.5600629419366685,81.8837338692931
58,1,0.6284883226868726,81.88768150871685
76,1,0.24569636554158236,78.8171135997998
74,0,0.13201260569636317,82.28284636953892
66,0,0.16715325711716883,83.16075139965851
54,0,0.09039409776899353,69.64787749967984
84,0,0.7000759719878618,80.41407073753497
98,1,0.40224881693471326,82.76569642776431
68,0,0.06053284488486093,73.1471451869269
76,1,0.8020835775365678,65.86932920338735
98,0,0.4016811012156829,83.15059330374677
80,0,0.5531833485538347,87.04370981045713
90,0,0.6624173571490976,78.27128186310112
80,1,0.8022085898676918,68.23280993807502
82,1,0.6775867158207737,81.13455632037608
74,1,0.5762375514894921,79.12731945184588
82,0,0.42990751795656057,83.48797882267837
46,1,0.7782456669840496,68.6978189938828
110,0,0.43231442799014713,84.91585138673152
90,1,0.7614904703509889,78.95371234389697
92,0,0.6687167197464086,81.4834730339398
76,1,0.8643096936831267,73.78075425153504
82,0,0.6473658127181592,81.73689382216448
92,0,0.4402962040964311,83.73343957272178
60,0,0.10095779983506516,76.66926226368308
106,0,0.3097349576779052,79.12327511037921
76,1,0.28069726075167506,83.93672161383996
70,0,0.4826247087889029,83.89786443155197
72,0,0.7291721070679711,84.30876930657968
70,0,0.7683445898462724,80.9170114031785
74,0,0.7024753219758546,86.92290904135072
90,0,0.24144930809682094,87.6344406781136
78,0,0.4041520455360529,79.2035381933434
84,0,0.8401448680513377,69.65881375037985
78,0,0.15282479542980293,79.77944451602028
90,0,0.1390431145883875,83.16110935249719
76,1,0.543979554837196,78.24048978505917
82,0,0.37996513136091764,82.89159166729507
100,1,0.23558360114554636,85.63359277294082
74,0,0.4159467299013051,82.924377346271
78,0,0.5700282196973662,81.34538618718716
80,0,0.051266568912142596,78.41942447503548
80,0,0.47720783460603605,77.31543827066267
66,0,0.04775590484942066,77.44219033774205
54,1,0.5266660447672804,78.93665998783285
84,0,0.4470229887096984,90.08625050130226
92,1,0.5810797138277821,85.99937271382943
74,1,0.46475130090071815,82.34099619215097
0,1,0.7736129783564942,65.55652448230514
70,1,0.6601098317981685,75.54967537312487
74,0,0.09402751252192798,82.08171754517252
82,1,0.2151951511024224,88.12232460171461
74,0,0.1283133584721478,80.85812311679501
90,0,0.3344928214240256,82.92892612697916
80,1,0.32496270208659456,78.9478863723535
76,1,0.5506130983339511,76.63674048160813
60,1,0.7575640398262694,73.27079304209298
90,1,0.39293846340541255,77.15156124115069
68,1,0.7440918001430383,66.24817358831072
88,1,0.7089969428451824,76.91350708704381
60,1,0.8360719027494059,62.2164925836502
92,0,0.27726286593453486,86.23241281801874
78,0,0.7630510447678597,79.03616384491667
98,1,0.2573396197603158,83.18474480146565
86,1,0.20649057669124432,87.01820243358371
72,0,0.10090950250996959,74.09751654212984
90,0,0.4686667219611886,86.79737624838295
86,1,0.39256345848067653,80.79743200514332
80,0,0.12087579044323947,83.18409001268344
88,1,0.6671436529764236,74.0004762876109
68,0,0.8489296737048441,75.25370926166899
68,1,0.6493256358182337,73.56359805546293
72,0,0.4635162363158609,78.20392236791415
80,1,0.6549559225727549,89.41340892835775
80,1,0.3078451985804256,77.3252551468484
70,0,0.08491685070369019,76.50590832238386
80,0,0.3158704610918528,84.69609789009766
88,0,0.35432723425246765,83.6034991894115
88,1,0.22812896111539735,86.09109779923465
68,1,0.2731502639757962,92.76967291236016
68,1,0.553463332807529,78.8239174849579
68,0,0.04938318418986345,75.2682393746827
82,0,0.2721695047491286,82.05198835241461
58,0,0.6210521759688354,79.14078627989551
82,0,0.3827445528942408,85.13676623781622
50,1,0.8377104354688928,65.61522149507618
64,1,0.8777029744419264,69.7081654818812
66,0,0.14169418588086372,84.85039446796269
82,0,0.38828293898680233,83.03945420352133
74,1,0.6832933650756586,70.55173940032746
66,1,0.8171641719084599,65.72045157195014
88,1,0.3734369158254313,82.45386375150864
98,1,0.3500706716640078,89.86008973577407
80,0,0.3421510608909858,90.73596902253408
86,1,0.7600595459579771,72.51317417085555
72,0,0.2295204026568649,81.8348546967354
76,1,0.7907802347665488,68.70382008953749
94,1,0.7271047686965819,75.90042271335588
80,1,0.7431866933592403,73.25292009954993
88,0,0.47096571716199886,84.52040063240338
64,1,0.7406296740721126,71.06467160962427
76,0,0.07238269505667919,83.85476854112487
70,1,0.6240533074210161,83.17609133696354
76,1,0.5068058608837576,78.03483516041739
60,1,0.8130237927011505,78.0266771862345
78,1,0.6530768662923327,79.47737304532201
74,0,0.17044704157038093,89.92073123767719
82,1,0.7946505692619261,78.87286413802323
66,1,0.782915633843561,65.95297544240425
86,0,0.5642002837363446,83.02203344137631
68,1,0.6368389184364466,76.18033229801728
80,1,0.8319636297699645,72.10867054335752
76,1,0.36844930098449885,84.74747565680799
88,1,0.7140868815384421,78.39625483557543
72,1,0.633456802640347,78.35342155496053
64,1,0.6849341824117092,77.7884055107597
70,1,0.7345781672862114,67.9238098190246
82,0,0.6874574596985457,73.07182107761517
70,0,0.3739272886413352,85.09561431655493
80,1,0.2970690293574389,85.95478292044577
88,1,0.6861992138057875,76.920576140351
72,1,0.8571168704000611,61.532597885696184
72,0,0.14252532554061234,83.05436649436015
58,0,0.5191744686697298,84.06509730405628
108,0,0.21786218764476906,75.9455838496604
96,0,0.2803131640528172,84.92924582989669
74,0,0.08749999832713076,72.78964597637037
74,0,0.674890332868461,86.75071359049757
